gene_id,Peromyscus_F_1,Peromyscus_F_2,Peromyscus_M_1,Peromyscus_M_2,Chromosome,species
Kcng1,9.036539426,8.814948823,7.735002002,6.177251094,Autosome,Peromyscus
LOC114684431,5.16902686,5.321694196,5.245783991,3.998255272,Autosome,Peromyscus
LOC119087320,0.782518575,0.713138392,1.024547994,1.352471693,Autosome,Peromyscus
LOC119087817,1.200780931,0.842682219,0.665863194,0.700639285,Autosome,Peromyscus
Nfatc2,3.847208369,4.348742092,3.809693192,3.548978772,Autosome,Peromyscus
Atp9a,0.900514469,1.075116754,1.57342561,1.989321667,Autosome,Peromyscus
Sall4,6.936417896,7.932758077,9.188665195,5.948312155,Autosome,Peromyscus
LOC114684439,5.315444526,5.419465966,4.193461239,3.14108282,Autosome,Peromyscus
Zfp64,0.179615514,0.178571262,0.134382726,0.173537768,Autosome,Peromyscus
LOC119087431,0.917177412,0.998687502,0.960684955,1.142139082,Autosome,Peromyscus
LOC114704040,0,0.711512202,0,1.290718586,Autosome,Peromyscus
Tshz2,0.242761989,0.307768808,0.316368804,0.463276812,Autosome,Peromyscus
Znf217,0.083002953,0.155871847,0.096600345,0.066531599,Autosome,Peromyscus
Bcas1,2.473770349,2.570718635,2.393850864,2.418915317,Autosome,Peromyscus
LOC114704035,8.371786154,8.323114117,7.797858948,4.483963486,Autosome,Peromyscus
Pfdn4,0.101837585,0.354359319,0.480007744,0.321412731,Autosome,Peromyscus
Dok5,0.594730411,0.533250664,0.442463653,0.816979035,Autosome,Peromyscus
LOC114704044,0,0,0,0,Autosome,Peromyscus
LOC114704041,0.987249021,0,3.102241515,2.670760258,Autosome,Peromyscus
LOC114704042,0.241929028,0.481044994,0.253405257,0.218159897,Autosome,Peromyscus
LOC114685690,0.050078686,0.232341842,0.052454236,0.090317074,Autosome,Peromyscus
LOC114685694,0.746897819,0.742555492,0.782327921,0.67351633,Autosome,Peromyscus
LOC114685692,0.844127121,1.007063425,1.237837196,0.761193013,Autosome,Peromyscus
LOC114685691,0.165527925,0.246848364,1.011383128,0.796080412,Autosome,Peromyscus
LOC114685695,0.469860516,0.58391104,0.910475614,0.656731107,Autosome,Peromyscus
LOC114685693,0.081306906,0.188613139,0.085163808,0.024439545,Autosome,Peromyscus
LOC114703439,0.357986157,0.177952445,0.187483856,0,Autosome,Peromyscus
Best1,1.970233265,1.529457332,0.282697798,0.413742989,Autosome,Peromyscus
Rab3il1,1.237685055,1.45765665,0.797782344,0.824185494,Autosome,Peromyscus
Fads3,0.135563019,0.13477488,0.255588539,0.097795339,Autosome,Peromyscus
Fads2,0.660295876,0.934616797,0.269613757,0.373400793,Autosome,Peromyscus
Fads1,0.29438193,0.409738627,0.493354133,0.159275632,Autosome,Peromyscus
Fen1,0,0,0,0.192289416,Autosome,Peromyscus
Tmem258,0,0,0,0,Autosome,Peromyscus
Myrf,8.97432777,8.496655073,9.83431598,7.959948931,Autosome,Peromyscus
Dagla,0.885002483,0.997171538,0.911534035,1.443144822,Autosome,Peromyscus
LOC114703461,5.768464902,5.802596868,5.926248316,5.247755605,Autosome,Peromyscus
Syt7,9.841491461,9.728839842,9.957910821,7.554707075,Autosome,Peromyscus
Lrrc10b,19.62595557,19.51185385,14.36775317,11.60819344,Autosome,Peromyscus
LOC119087832,22.17784408,25.62440443,26.36905288,14.05328612,Autosome,Peromyscus
Ppp1r32,1.111101402,1.459705052,2.369180551,3.614131719,Autosome,Peromyscus
Sdhaf2,0.180765537,0.15974631,0.105189107,0.072446941,Autosome,Peromyscus
Cpsf7,0.141644984,0.203408813,0.131879204,0.127728596,Autosome,Peromyscus
Tmem216,0.332147808,0.247662571,0.260927764,0.374393536,Autosome,Peromyscus
Tmem138,0.046670932,0.139198789,0.293308985,0.252513538,Autosome,Peromyscus
LOC114703422,0.326835134,0.252727202,0.342338998,0.196482745,Autosome,Peromyscus
Tkfc,0.155637665,0.154732816,0.260832875,0.196485126,Autosome,Peromyscus
Ddb1,0.210051794,0.321277832,0.135394389,0.335118047,Autosome,Peromyscus
Vwce,0.502685944,0.628274014,0.87253796,1.385796353,Autosome,Peromyscus
Pga3,1.788124984,1.907806895,1.781583823,2.792282164,Autosome,Peromyscus
Vps37c,0.18365289,0.258662318,0.30457746,0.193210843,Autosome,Peromyscus
Cd5,4.369431612,4.769566023,4.315175674,3.602415637,Autosome,Peromyscus
LOC119087837,3.525545841,2.721468304,3.302201834,2.911688759,Autosome,Peromyscus
Cd6,3.791561024,3.544631588,3.621663182,3.496751954,Autosome,Peromyscus
Slc15a3,0.632571317,0.754672396,0.901106336,0.889858664,Autosome,Peromyscus
Tmem132a,0.436818015,0.579037914,0.266897788,0.78780272,Autosome,Peromyscus
Tmem109,0.319674002,0.600318122,0.483655132,0.544503492,Autosome,Peromyscus
Prpf19,0.317811158,0.355458895,0.124832609,0.143293366,Autosome,Peromyscus
Zp1,5.533122319,3.184762701,3.660374787,4.201685981,Autosome,Peromyscus
Ptgdr2,8.145467599,9.717733605,6.323612994,6.913118806,Autosome,Peromyscus
Ccdc86,0.51687494,0.599514911,0.541393598,0.54377496,Autosome,Peromyscus
Ms4a10,1.735994181,2.241688062,1.755641902,2.735013909,Autosome,Peromyscus
Ms4a15,3.122436132,3.217165871,3.092159282,3.455585046,Autosome,Peromyscus
Ms4a18,1.1188954,1.082325743,1.203646618,1.781597193,Autosome,Peromyscus
LOC114703406,0,0.128895576,0,0.467645995,Autosome,Peromyscus
Ms4a8,1.454451829,0.917651251,1.142584279,2.093442465,Autosome,Peromyscus
LOC114703498,0.749513924,1.490312774,0.785068124,1.802334418,Autosome,Peromyscus
LOC114703442,0.377930567,0.356464971,0.477059896,0.812675748,Autosome,Peromyscus
LOC114703441,0.675498652,0.350385092,0.276864198,0.979908024,Autosome,Peromyscus
Ms4a13,0.553132509,0.53616878,0.347622656,0.735712514,Autosome,Peromyscus
LOC114703458,0.653013257,0.618301674,0.716560763,1.093589293,Autosome,Peromyscus
Ms4a1,0.300458053,0.298711245,0.188826411,0.785721768,Autosome,Peromyscus
LOC119087848,0.364231873,0.446864449,0.511385344,0.761716785,Autosome,Peromyscus
Ms4a5,0.346081027,0.258051732,0.543746769,1.170296747,Autosome,Peromyscus
Ms4a14,0.57407438,0.760982422,0.400870913,0.977825855,Autosome,Peromyscus
Ms4a7,0.648381707,0.966918201,0.424461603,1.16935853,Autosome,Peromyscus
LOC114703405,0.215353721,0.214101694,0.338353972,0.349552027,Autosome,Peromyscus
LOC114703495,0.245506537,0.325438942,0.285724966,0.368976535,Autosome,Peromyscus
LOC114703404,0.652507548,0.432475992,0.45564008,0.621088624,Autosome,Peromyscus
Ms4a2,0.437823479,0.391750248,0.596169891,0.82909688,Autosome,Peromyscus
Ms4a3,0.122522889,0.121810563,0.320837317,0.386698254,Autosome,Peromyscus
Oosp2,0.056017336,0.278458309,0,0.808219597,Autosome,Peromyscus
LOC114703456,0,0,2.712701355,0.583850011,Autosome,Peromyscus
LOC114703401,0.178316547,0.443199619,0.253480673,0.597246885,Autosome,Peromyscus
LOC114703402,0.37832462,0.462923212,0.396270956,0.813523091,Autosome,Peromyscus
LOC114703403,0.142781227,0.397463145,0.628127836,0.669516667,Autosome,Peromyscus
Mrpl16,0.269843916,0.447125154,0.3768591,0.162221462,Autosome,Peromyscus
Stx3,0.109209571,0.128315491,0.166385561,0.358108759,Autosome,Peromyscus
LOC114703508,1.885341192,0.749752065,1.974774885,3.400219007,Autosome,Peromyscus
LOC114703511,0.857660222,0.426336971,2.245861217,3.866982539,Autosome,Peromyscus
LOC114703455,0.423315975,0.420854893,1.330189611,0.381725873,Autosome,Peromyscus
LOC114703493,0.568734154,0.848141456,0.297856411,1.53857086,Autosome,Peromyscus
Patl1,0.043409316,0.05754259,0.03031233,0.026096281,Autosome,Peromyscus
LOC114703512,0,0,0,0,Autosome,Peromyscus
LOC114703395,0.038251671,0.050705711,0.066776985,0.068987015,Autosome,Peromyscus
LOC114703492,2.743413145,1.818308961,2.873550634,4.5354417,Autosome,Peromyscus
LOC114703491,3.210940144,1.36811671,2.402325289,2.895470527,Autosome,Peromyscus
LOC114703490,0.479789743,0,0,1.297953556,Autosome,Peromyscus
LOC114703454,0,0,0,0,Autosome,Peromyscus
LOC114703488,0.908646392,0.451681844,1.903498509,1.63874674,Autosome,Peromyscus
LOC114703487,0.454323196,0.903363688,0.475874627,3.277493481,Autosome,Peromyscus
LOC114703486,0.457235524,0.90915448,2.873550634,3.298503054,Autosome,Peromyscus
LOC114703485,1.8115236,1.800991733,3.794911314,3.675474832,Autosome,Peromyscus
LOC114703505,1.800094429,2.237036261,3.770968656,2.840666668,Autosome,Peromyscus
LOC114703381,3.295264297,2.457079674,2.588684691,1.857193731,Autosome,Peromyscus
LOC114703503,0.910579682,0.905285738,0,2.463350153,Autosome,Peromyscus
LOC114703453,0.74453534,1.009372838,0.638061852,0.976561398,Autosome,Peromyscus
LOC114703484,1.157725295,2.685653812,1.21264355,1.391974237,Autosome,Peromyscus
LOC114703452,1.329106989,0,0.464051655,1.598032536,Autosome,Peromyscus
LOC114703378,0.445804636,1.772851237,0.466951978,1.206015179,Autosome,Peromyscus
LOC114703504,0,0.471189698,0,0.854761589,Autosome,Peromyscus
LOC114703483,0.450023607,1.789629009,1.414113246,2.02904762,Autosome,Peromyscus
LOC114703482,0.451447733,0.448823098,0.472862763,1.628374925,Autosome,Peromyscus
LOC114703451,0.842465454,0.418783757,1.323643402,0.759694601,Autosome,Peromyscus
LOC114703450,0.766117611,1.523327087,0.501537144,0.863559761,Autosome,Peromyscus
LOC114703449,0.154950199,0,0.16230047,0.838359574,Autosome,Peromyscus
Mpeg1,0.677784424,0.385053662,0.608516605,1.309699742,Autosome,Peromyscus
Dtx4,1.401573789,1.318105009,1.388704767,1.776251777,Autosome,Peromyscus
LOC114703392,0.269892536,0.536646861,0.403850359,0.973504145,Autosome,Peromyscus
LOC114703390,0.546289693,0.181037888,0.14305092,0.533669093,Autosome,Peromyscus
LOC119087865,0.229491226,0.142598129,0.390613358,0.879512377,Autosome,Peromyscus
LOC114703391,0.180818877,0.179767629,0.270566091,0.13976033,Autosome,Peromyscus
LOC114703448,0.079890321,0.079425853,0.083680026,0.216123683,Autosome,Peromyscus
LOC114703388,0.5960116,0.808017951,1.040473685,1.221487352,Autosome,Peromyscus
LOC119087869,2.456787891,1.744646125,2.940947344,2.785089999,Autosome,Peromyscus
LOC114703387,1.177851797,0.819702787,1.202881661,1.168342763,Autosome,Peromyscus
LOC114703481,2.43627581,1.614741165,2.126536522,1.464610464,Autosome,Peromyscus
LOC114703480,0.454323196,0.451681844,1.427623882,0.409686685,Autosome,Peromyscus
LOC114703386,0.42609263,0.448533959,0.367545217,0.452034972,Autosome,Peromyscus
Cntf,0,0.08794632,0,0,Autosome,Peromyscus
Zfp91,0.076053087,0.08641249,0.091040877,0.078378281,Autosome,Peromyscus
Lpxn,0.06856555,0.054533538,0.043090829,0.074194916,Autosome,Peromyscus
LOC114703513,0,0,0,0,Autosome,Peromyscus
LOC114703514,0,0,0,0,Autosome,Peromyscus
LOC114703479,0.897216877,2.230001556,0.939777566,1.618133574,Autosome,Peromyscus
LOC114703477,1.3586427,1.3507438,1.423091743,1.63354437,Autosome,Peromyscus
LOC114703447,0.463173648,0,0.485144912,0.835335189,Autosome,Peromyscus
LOC114703476,0.4528809,0.900495866,0.948727828,2.041930462,Autosome,Peromyscus
LOC114703475,1.354343198,1.795292392,0,1.628374925,Autosome,Peromyscus
LOC114703474,0.436261417,1.30117522,1.827824257,2.360396681,Autosome,Peromyscus
LOC114703446,0.450023607,0.447407252,0.471371082,0.405809524,Autosome,Peromyscus
LOC114703473,0.923349408,1.835962446,0,1.248947758,Autosome,Peromyscus
LOC114703472,0.460185431,0.457509997,0,0.414972965,Autosome,Peromyscus
LOC114703471,0,1.376971835,1.450724592,0.416315919,Autosome,Peromyscus
LOC114703445,0,0,0.472862763,0.814187463,Autosome,Peromyscus
LOC114703470,0.927350922,0,0.48567053,0.836240211,Autosome,Peromyscus
LOC114703469,0.460185431,0,0.96402989,0.82994593,Autosome,Peromyscus
LOC114703444,0.614902946,0.305664006,0.322035847,0.831734606,Autosome,Peromyscus
LOC114703443,0.9057618,0.900495866,0,0.408386092,Autosome,Peromyscus
LOC114703468,0.458705735,0,0.480465058,3.72274782,Autosome,Peromyscus
LOC114703467,0,0,0,0.414972965,Autosome,Peromyscus
LOC114703382,0.049345377,0.098116983,0.051686141,0.266983644,Autosome,Peromyscus
LOC114703466,3.140259071,2.230001556,1.879555132,5.258934115,Autosome,Peromyscus
LOC114684269,0,1.329638428,0,0.804010119,Autosome,Peromyscus
LOC114684286,0,0,1.02345639,0.88110698,Autosome,Peromyscus
LOC114684271,0,0.897646196,0,1.221281194,Autosome,Peromyscus
LOC114684298,0,0.448823098,0,0,Autosome,Peromyscus
LOC114684289,0,0,0,0,Autosome,Peromyscus
LOC114684278,0.610517048,0.606967613,0,0.550534747,Autosome,Peromyscus
LOC114684283,0,0.450247933,0,2.041930462,Autosome,Peromyscus
LOC114684273,0,0.721159825,0,0,Autosome,Peromyscus
LOC114684285,0,0.450247933,0,0,Autosome,Peromyscus
LOC114684282,0.4528809,0.450247933,0,0,Autosome,Peromyscus
LOC114684275,0,0,0.102486031,0.176463126,Autosome,Peromyscus
LOC114684280,0,0.450247933,0.474363914,1.225158277,Autosome,Peromyscus
LOC114684281,0.9057618,0,0,0.408386092,Autosome,Peromyscus
LOC114684274,0,0,0,0.567536555,Autosome,Peromyscus
LOC114684284,0,0.378544748,0,0,Autosome,Peromyscus
LOC114684267,0,0.443212809,0,1.206015179,Autosome,Peromyscus
LOC114684272,0.425843234,0.42336746,0,0.384004833,Autosome,Peromyscus
LOC114684291,0,0.900495866,0.474363914,0,Autosome,Peromyscus
LOC114684292,0.450023607,0.447407252,0.471371082,0.405809524,Autosome,Peromyscus
LOC114684290,0.4528809,0,0,1.63354437,Autosome,Peromyscus
LOC114684294,0.457235524,0,0,0.824625764,Autosome,Peromyscus
LOC114684288,1.355773339,0.44929704,0.47336209,0.815047217,Autosome,Peromyscus
LOC114684297,0,0,0.471867262,0.812473384,Autosome,Peromyscus
LOC114684295,0,0.390352566,0,0.354059502,Autosome,Peromyscus
LOC114684300,0,0,0,0,Autosome,Peromyscus
Tle4,0.239711179,0.26848432,0.498986147,0.418638887,Autosome,Peromyscus
LOC114696894,0.427533362,0.292938322,0.314680095,0.526194862,Autosome,Peromyscus
LOC114696902,0.465440403,0.231367209,0.243759597,0.839423289,Autosome,Peromyscus
LOC114696907,0.817521396,0,0,0,Autosome,Peromyscus
LOC114696895,0.240485207,0.272064597,0.208463128,0.523450174,Autosome,Peromyscus
LOC114696896,0,1.729610963,1.822251622,0,Autosome,Peromyscus
LOC114696897,0.610299395,0.530907322,0.95887465,1.307053884,Autosome,Peromyscus
Psat1,0.209841849,0.278162489,0.164846984,0.331144153,Autosome,Peromyscus
LOC114696928,0,0,0,0,Autosome,Peromyscus
Cep78,0.039027216,0.181068155,0.081757049,0.05865476,Autosome,Peromyscus
LOC114696903,0,0.479689173,0,0.435090031,Autosome,Peromyscus
LOC114696911,0.073595904,0.101041567,0.056897566,0.113768961,Autosome,Peromyscus
LOC114696912,0.607053121,1.207047651,0,0,Autosome,Peromyscus
Gna14,0.953842633,1.104145447,1.171634134,0.979924301,Autosome,Peromyscus
Vps13a,0.02700312,0.057527419,0.046466653,0.052178802,Autosome,Peromyscus
LOC114696915,0,0,0,0,Autosome,Peromyscus
LOC114696898,0,1.776552388,3.743414605,5.639820462,Autosome,Peromyscus
Foxb2,39.52252182,37.6087703,33.41355579,14.25579948,Autosome,Peromyscus
LOC114696900,1.452864769,2.063454398,1.086988116,2.620246364,Autosome,Peromyscus
Prune2,0.752995259,0.589475371,0.761340558,1.075229361,Autosome,Peromyscus
Gcnt1,0.071459751,0.142088595,0.164668989,0.206204632,Autosome,Peromyscus
Rfk,0.162049394,0.429619383,0.33947285,0.097418871,Autosome,Peromyscus
Pcsk5,0.59588527,0.586416636,0.622043267,0.755181267,Autosome,Peromyscus
LOC114696929,0,0,0,0,Autosome,Peromyscus
LOC114696905,0.425419931,0.422946617,0,2.301738712,Autosome,Peromyscus
Ostf1,0.036192173,0.062968078,0.075817996,0.065272703,Autosome,Peromyscus
Nmrk1,0.121470929,0.166051489,0.222657865,0.082152457,Autosome,Peromyscus
Carnmt1,0.039112818,0.181465307,0.136560622,0.105810142,Autosome,Peromyscus
C1H9orf40,0.158390988,0.314940264,0.248856717,0.285658666,Autosome,Peromyscus
Trpm6,0.625225295,0.584523035,0.678916127,1.000870642,Autosome,Peromyscus
Rorb,0.578602832,0.603073083,0.4985247,0.757387815,Autosome,Peromyscus
LOC114696901,0.548682629,0,1.149420254,0.989550916,Autosome,Peromyscus
LOC114709781,0.576782278,0.955714953,0.402761814,1.733714543,Autosome,Peromyscus
LOC114710923,0,0,0,3.783577033,Autosome,Peromyscus
LOC114710765,2.761112584,0,0,2.489837789,Autosome,Peromyscus
Anxa1,0.044221167,0.043964073,0.023159429,0.099691273,Autosome,Peromyscus
Aldh1a1,0.094664778,0.128971605,0.154241623,0.164404969,Autosome,Peromyscus
LOC114711023,0,0,0,5.983331122,Autosome,Peromyscus
LOC114709816,0.14278729,0.193577933,0.135964179,0.351160016,Autosome,Peromyscus
LOC114680605,0,0,0,0,Autosome,Peromyscus
LOC114709824,0.064716838,0.167285524,0.162688244,0.210090653,Autosome,Peromyscus
LOC114710997,0,0,8.457998093,0,Autosome,Peromyscus
LOC114709833,0.169691173,0.14621067,0.165891322,0.306038585,Autosome,Peromyscus
LOC114680601,0,0,0,0,Autosome,Peromyscus
Tmc1,0.442204356,0.467770002,0.57804978,0.698624894,Autosome,Peromyscus
Zfand5,0.218308738,0.173631625,0.182931605,0.157488209,Autosome,Peromyscus
Gda,0.677936676,0.66408358,0.506465182,0.701232051,Autosome,Peromyscus
LOC114710519,3.3321456,2.070483196,1.308828902,1.502383873,Autosome,Peromyscus
LOC119087900,0.274070663,0.235656014,0.302588955,0.374055282,Autosome,Peromyscus
C1H9orf57,0.465187446,0.462482931,0.487254238,0.419483541,Autosome,Peromyscus
C1H9orf85,0.015222211,0.037834279,0.063777186,0.08235992,Autosome,Peromyscus
Abhd17b,0.050069898,0.0124447,0.039333773,0.056438265,Autosome,Peromyscus
LOC114710774,0,0,0,0.927703984,Autosome,Peromyscus
LOC114710780,0,0,0,0,Autosome,Peromyscus
Cemip2,0.225248658,0.173043853,0.101880432,0.129257129,Autosome,Peromyscus
LOC114709927,0.908887604,0.225900874,0.238000477,0.614693163,Autosome,Peromyscus
Trpm3,0.560896785,0.516348354,0.572467021,0.742040492,Autosome,Peromyscus
LOC119089085,2.298352834,4.760397145,3.009222862,1.036271714,Autosome,Peromyscus
LOC119089015,0.295109802,0.167653764,0.441583903,0.418181887,Autosome,Peromyscus
LOC119089144,0,0.063819454,0,0.115771669,Autosome,Peromyscus
Klf9,0.187435295,0.301019784,0.317142872,0.117013904,Autosome,Peromyscus
Smc5,0.04113707,0.035055349,0.049243957,0.047694112,Autosome,Peromyscus
LOC114710939,0.631227803,0.62755796,0,1.138421408,Autosome,Peromyscus
LOC114710946,0.165758517,0.135557036,0.190423576,0.294124318,Autosome,Peromyscus
C1H9orf135,0.486776746,0.657671176,0.671107853,0.907917246,Autosome,Peromyscus
LOC119087462,1.098699711,1.667213162,1.029679271,1.512203873,Autosome,Peromyscus
LOC114709968,0,0.667950231,1.407453372,0.6058475,Autosome,Peromyscus
Ptar1,0.033965169,0.067535403,0.035576352,0.051046911,Autosome,Peromyscus
Apba1,0.46624972,0.611304746,0.684566706,0.943698272,Autosome,Peromyscus
Fam189a2,0.80410084,1.07041779,1.163439359,1.284285956,Autosome,Peromyscus
Tjp2,0.104295161,0.109146114,0.126491365,0.13364763,Autosome,Peromyscus
LOC114710021,0,1.522305177,0,2.761537441,Autosome,Peromyscus
Fxn,0.272261539,0.338348325,0.190117754,0.265971645,Autosome,Peromyscus
Pip5k1b,1.273925626,1.401942942,1.38137462,1.707094781,Autosome,Peromyscus
Pabir1,1.028779929,2.045597581,2.155162976,3.710815936,Autosome,Peromyscus
Tmem252,1.173516528,0.717965487,1.229183861,1.302425167,Autosome,Peromyscus
Pgm5,0.748805771,0.766785922,0.935962813,1.197419977,Autosome,Peromyscus
LOC114710799,63.54453609,66.01797925,53.57987953,26.931653,Autosome,Peromyscus
LOC114710953,0,0,0,0,Autosome,Peromyscus
Cbwd1,0.135950588,0.183431695,0.183085183,0.201403878,Autosome,Peromyscus
LOC119087463,0.497449574,0.412131245,1.476299163,1.943829192,Autosome,Peromyscus
Dock8,0.701886185,0.501745378,1.399287289,1.782138907,Autosome,Peromyscus
LOC114711018,0,6.545912259,0,17.81191649,Autosome,Peromyscus
Kank1,0.402402692,0.351814368,0.705309402,0.878904681,Autosome,Peromyscus
LOC119087911,0,0.37290473,1.080414743,2.113961751,Autosome,Peromyscus
LOC119087910,3.326210756,2.204581849,5.806656722,5.998831979,Autosome,Peromyscus
Dmrt1,3.486280636,3.344530782,3.331687094,3.16097591,Autosome,Peromyscus
Dmrt3,14.0847527,13.25037603,10.82337595,7.804554977,Autosome,Peromyscus
Dmrt2,18.09903011,16.33283898,14.0723589,7.595463198,Autosome,Peromyscus
LOC114711001,0,0,6.496723173,0,Autosome,Peromyscus
LOC114710960,0.364930676,0.589564683,1.528966613,1.357441941,Autosome,Peromyscus
Smarca2,0.092346249,0.084365362,0.10718377,0.114782228,Autosome,Peromyscus
LOC119087916,0,0,0,0.364595992,Autosome,Peromyscus
Vldlr,0.368317686,0.429310208,1.10415567,1.04220441,Autosome,Peromyscus
Kcnv2,1.87102544,2.839172713,2.956861122,3.522400523,Autosome,Peromyscus
LOC114710967,2.464332729,1.633337032,0.860410555,9.629602966,Autosome,Peromyscus
Pum3,0.108335266,0.143607233,0.138690805,0.184528396,Autosome,Peromyscus
LOC119087918,0.723722486,0.836645227,0.95197383,1.001692645,Autosome,Peromyscus
LOC114710832,0,0.402159071,0.423699337,0,Autosome,Peromyscus
LOC119087465,0.260958811,0.389162467,0.341672179,0.411810061,Autosome,Peromyscus
Rfx3,0.067435923,0.086199252,0.095861564,0.117277304,Autosome,Peromyscus
LOC114710285,0.377151311,0,0,0.340096812,Autosome,Peromyscus
LOC114710921,0.266359079,0.132405258,0,0.360284603,Autosome,Peromyscus
LOC114710841,0,1.37252999,1.446044835,4.979675579,Autosome,Peromyscus
Glis3,0.052786184,0.058420347,0.051117325,0.054784937,Autosome,Peromyscus
Slc1a1,1.755368109,1.755644177,2.081579296,2.048746287,Autosome,Peromyscus
Spata6l,0.683921537,0.858430994,1.002909983,1.218036545,Autosome,Peromyscus
Plpp6,0,1.341375463,1.695865948,0.243332193,Autosome,Peromyscus
Cdc37l1,0.098594937,0.126027931,0.073765657,0.088908146,Autosome,Peromyscus
Ak3,0.059573003,0.118453312,0.046799196,0.053720053,Autosome,Peromyscus
LOC119087925,0.107883149,0,0,0.291851417,Autosome,Peromyscus
LOC119087466,1.024838244,1.222656025,1.502833952,1.663469213,Autosome,Peromyscus
Rcl1,0.06790288,0.09644015,0.142247888,0.087473618,Autosome,Peromyscus
LOC119087929,0.688612149,0.684608684,0.721277392,0.620957132,Autosome,Peromyscus
LOC119087467,0,0,0,0,Autosome,Peromyscus
Jak2,0.023887057,0.035622273,0.031275214,0.016155144,Autosome,Peromyscus
Insl6,0.101752841,0.202322538,0.106579624,0.091755791,Autosome,Peromyscus
LOC114710857,8.750366089,8.831303559,6.665782884,5.140882548,Autosome,Peromyscus
Plgrkt,0.213891163,0.165392608,0.12446521,0.257168941,Autosome,Peromyscus
Cd274,0.091819878,0.205393621,0.264482562,0.144897769,Autosome,Peromyscus
Pdcd1lg2,0.401823591,0.384412463,0.420884633,0.697343362,Autosome,Peromyscus
LOC119087931,0.060742648,0.181168504,0.190872172,0.146066086,Autosome,Peromyscus
Ric1,0.047256435,0.043367718,0.049498107,0.029501701,Autosome,Peromyscus
Ermp1,0.180159002,0.179111591,0.08938662,0.162458675,Autosome,Peromyscus
Mlana,2.960103193,2.252585296,3.559855913,3.163588618,Autosome,Peromyscus
Kiaa2026,0.035934737,0.020414754,0.02688525,0.060179243,Autosome,Peromyscus
Ranbp6,0.093280831,0.556431077,0.097705732,0.336464566,Autosome,Peromyscus
LOC114710866,0.963901916,1.916595932,5.048129493,1.738400258,Autosome,Peromyscus
Il33,0.789897332,0.513468662,0.73190173,0.876666106,Autosome,Peromyscus
LOC114710877,2.40433961,0.796787073,1.67892846,2.168117176,Autosome,Peromyscus
LOC114710888,1.002277402,1.494675516,1.049821777,1.35570793,Autosome,Peromyscus
LOC114711028,5.094910126,0,5.336594035,4.59434354,Autosome,Peromyscus
Tpd52l3,0.550328912,0.5471294,0.576434504,1.323359991,Autosome,Peromyscus
Uhrf2,0.078518051,0.034151933,0.051401663,0.03540189,Autosome,Peromyscus
Gldc,0.564124025,0.613573263,0.878750574,0.752179991,Autosome,Peromyscus
LOC114711007,0,0,0,0,Autosome,Peromyscus
LOC114711013,0,4.212715811,4.438355435,3.821038192,Autosome,Peromyscus
Mbl2,1.929832183,1.406982494,1.549721881,2.436321059,Autosome,Peromyscus
Dkk1,19.62892785,21.66604762,18.61737031,9.616762426,Autosome,Peromyscus
Prkg1,0.227198861,0.235465319,0.275551557,0.43479827,Autosome,Peromyscus
LOC114710755,0,0,0,0,Autosome,Peromyscus
Cstf2t,3.449536141,1.829056623,2.167901714,2.903249867,Autosome,Peromyscus
LOC114680596,0,0,0,0,Autosome,Peromyscus
Grk5,0.136272068,0.215173812,0.153231634,0.262031122,Autosome,Peromyscus
LOC114686127,0,0,0,5.983331122,Autosome,Peromyscus
Prdx3,0.099052411,0.098476538,0.172918492,0.178641347,Autosome,Peromyscus
Dennd10,0.093870076,0.093324333,0.019664586,0.067717996,Autosome,Peromyscus
LOC114686121,0,0,0,0,Autosome,Peromyscus
Eif3a,0.038943169,0.103244696,0.149565134,0.093645511,Autosome,Peromyscus
LOC114686129,0,0,0,0,Autosome,Peromyscus
LOC114686128,0,0,0,0,Autosome,Peromyscus
Nanos1,3.530397612,3.422125712,4.899673467,4.377370005,Autosome,Peromyscus
LOC114686126,0.802441567,0.959487735,1.226685106,1.271194452,Autosome,Peromyscus
LOC119087985,1.478766597,1.210727674,1.731139041,1.098160163,Autosome,Peromyscus
Cacul1,0.171774197,0.164886722,0.173718312,0.160238962,Autosome,Peromyscus
Prlhr,13.09662079,12.0394844,10.71121871,6.956515978,Autosome,Peromyscus
Fam204a,0.155791579,0.180700141,0.135984802,0.222435076,Autosome,Peromyscus
LOC114701068,0.773220024,0.898446951,0.556805394,0.823629423,Autosome,Peromyscus
Rab11fip2,0.186265531,0.163396427,0.137718556,0.266768335,Autosome,Peromyscus
LOC114701048,0.541908769,0.404068658,0.709518675,0.855167458,Autosome,Peromyscus
LOC114701077,0.511206098,0.41582785,0.778844867,0.880054512,Autosome,Peromyscus
LOC114701080,0,0,4.980821099,4.28805397,Autosome,Peromyscus
Emx2,0.389774545,0.581262701,0.408264025,0.292899861,Autosome,Peromyscus
Pdzd8,0.200995418,0.258599476,0.148609346,0.165255481,Autosome,Peromyscus
Slc18a2,2.815689474,2.885263591,2.651742874,2.628142154,Autosome,Peromyscus
LOC119087996,0.566725823,0.375620655,0.395739483,1.362789167,Autosome,Peromyscus
Kcnk18,4.844129309,4.847650415,5.541251562,4.942964887,Autosome,Peromyscus
Vax1,30.14377099,31.17069622,31.57368128,15.26564521,Autosome,Peromyscus
LOC119087997,0.906294601,0.800911618,1.043042536,1.220834189,Autosome,Peromyscus
LOC119087998,1.299707036,1.344535267,1.048615432,1.552125252,Autosome,Peromyscus
