gene_id,Peromyscus_F_1,Peromyscus_F_2,Peromyscus_M_1,Peromyscus_M_2,Chromosome,species
Zbtb45,0.911637675,0.576760278,0.607652458,0.37366853,Autosome,Peromyscus
Slc27a5,0.127145707,0.042135502,0.133177035,0.114653849,Autosome,Peromyscus
Znf446,2.310367364,1.470038599,1.839171686,2.50005306,Autosome,Peromyscus
Znf324,0.270440727,0.134434217,0.354086808,0.121935184,Autosome,Peromyscus
Rnf225,1.22784573,1.220707259,1.143191327,1.845353159,Autosome,Peromyscus
Rps5,0.303813855,0.503412561,0.954677021,0.547929282,Autosome,Peromyscus
Zscan22,0.159512654,0.264308794,0.222772468,0.623310119,Autosome,Peromyscus
Znf8,0.065554484,0.065173362,0.137328299,0.266012385,Autosome,Peromyscus
Znf329,0.253309958,0.209864383,0.281908934,0.342634003,Autosome,Peromyscus
LOC114703963,5.283610501,0,5.534245666,0,Autosome,Peromyscus
Znf274,0.319879751,0.265016691,0.502580516,0.288452089,Autosome,Peromyscus
LOC114703896,0.121583083,0.120876221,0.127350539,0.767464205,Autosome,Peromyscus
Zscan18,0.183663398,0.14607649,0.307801149,0.397485047,Autosome,Peromyscus
LOC114703885,0.397234098,0.639401816,0.653835963,0.955217326,Autosome,Peromyscus
LOC114703942,0.394652503,0.57919524,0.33463559,0.728703678,Autosome,Peromyscus
LOC114703941,0.375569464,0.417313733,0.231403004,0.617575396,Autosome,Peromyscus
LOC114703940,0.205346984,0.233317868,0.061453684,0.423250238,Autosome,Peromyscus
LOC114703939,0.420928907,0.278987802,0.352716988,0.480792885,Autosome,Peromyscus
LOC114703882,0.109340018,0.186350289,0.163609584,0.323963346,Autosome,Peromyscus
LOC114703938,0.195431126,0.194294925,0.068233888,0.313298377,Autosome,Peromyscus
LOC114703937,1.20110716,1.015475649,1.050053772,1.270724029,Autosome,Peromyscus
Znf606,0.386780344,0.192265837,1.012819473,0.610364664,Autosome,Peromyscus
LOC119087296,0.084894956,0.033760557,0.106706474,0.199040829,Autosome,Peromyscus
LOC114703880,0.149052548,0.042338852,0.133819762,0.268816757,Autosome,Peromyscus
C1H19orf18,0.219698383,0.509649226,0.268473417,0.825472402,Autosome,Peromyscus
LOC114703929,0.450023607,1.342221757,0.942742164,1.217428572,Autosome,Peromyscus
LOC114703935,0.232064012,0.092285934,0.145843368,0.502233845,Autosome,Peromyscus
LOC114710908,0.457724546,0,0,0.825507716,Autosome,Peromyscus
LOC114710913,0,0.365222572,0.384784463,0.331265972,Autosome,Peromyscus
LOC114710912,0,0,0,0,Autosome,Peromyscus
LOC114710861,0,0,0,0.843551601,Autosome,Peromyscus
LOC114710862,0,0,0,0.398271267,Autosome,Peromyscus
LOC114710856,0,0,0.509981683,0,Autosome,Peromyscus
LOC114710911,0,0.718723474,0,0,Autosome,Peromyscus
LOC114710863,0.419580834,0,0,0.378357703,Autosome,Peromyscus
LOC114710864,0.122768919,0.087182259,0.183703753,0.110707073,Autosome,Peromyscus
LOC114710907,0,0,0,0,Autosome,Peromyscus
LOC114710865,0.183285846,0,0.095990128,0.082639156,Autosome,Peromyscus
LOC114710867,0,0,0,0,Autosome,Peromyscus
LOC114710868,0,0,0,0,Autosome,Peromyscus
LOC114710869,0,0,0,0.419028075,Autosome,Peromyscus
LOC114710870,0,0,0,0,Autosome,Peromyscus
LOC114710871,0,0,0,0,Autosome,Peromyscus
LOC114710872,0,0,0.464051655,0.399508134,Autosome,Peromyscus
LOC114710873,0,0,0,0,Autosome,Peromyscus
LOC114710874,0,0,0,0.369659825,Autosome,Peromyscus
LOC114710855,0.466200927,0.463490519,0,0,Autosome,Peromyscus
LOC114710875,0,0,0,0,Autosome,Peromyscus
LOC114710876,0.4528809,0.450247933,0,0,Autosome,Peromyscus
LOC114710878,0,1.346469294,0,0,Autosome,Peromyscus
LOC114710910,0,0.447407252,0,0,Autosome,Peromyscus
LOC114710879,0,0.889204382,0,0,Autosome,Peromyscus
LOC114710880,0,1.385942335,1.946900755,0.419028075,Autosome,Peromyscus
LOC119087773,0.106196638,0.31673769,0,0.287288976,Autosome,Peromyscus
LOC114710881,0.420818535,0,0,1.138421408,Autosome,Peromyscus
LOC114710882,0,1.345050464,0.472364488,1.21999428,Autosome,Peromyscus
LOC114710883,0,0.56355536,0.395826842,0.17038625,Autosome,Peromyscus
LOC114710884,1.371706572,2.272886201,0.957850211,2.473877291,Autosome,Peromyscus
LOC114710885,1.828942096,1.363731721,1.436775317,1.236938645,Autosome,Peromyscus
LOC114710905,0.496295845,0.493410472,0.34655887,0.44753559,Autosome,Peromyscus
Znf134,0.762602371,0.530718118,0.239633232,0.481374555,Autosome,Peromyscus
LOC114710859,0.168393646,0.125560977,0.264572437,0.26573618,Autosome,Peromyscus
LOC114710858,0.64829199,0.991573752,0.731278791,1.214165829,Autosome,Peromyscus
LOC119087774,2.109624304,0.978767689,1.473131446,1.014590489,Autosome,Peromyscus
LOC114710886,1.150463577,0.762516661,0.803358242,0.691621608,Autosome,Peromyscus
LOC114710887,0.938536076,0.933079598,0,0.846326442,Autosome,Peromyscus
LOC114710889,0,1.41828099,0.49808211,0,Autosome,Peromyscus
LOC114710903,0,0.448823098,0.472862763,0.407093731,Autosome,Peromyscus
LOC114710904,0,0.83921952,0,0.380596506,Autosome,Peromyscus
LOC114710890,0.460185431,0,0,0.414972965,Autosome,Peromyscus
LOC114710891,0,0.45457724,0,0,Autosome,Peromyscus
LOC114710892,0,0,0,0,Autosome,Peromyscus
LOC114710893,0,0,0,0.430239529,Autosome,Peromyscus
LOC114710894,0,0.4824085,0,0,Autosome,Peromyscus
LOC119087297,0.06739193,0.134000251,0.141177513,0.182312349,Autosome,Peromyscus
LOC114710895,0,0.398020858,0,0,Autosome,Peromyscus
LOC114710896,0,0,0,0,Autosome,Peromyscus
LOC114710897,0,0,0,0.207152366,Autosome,Peromyscus
LOC114710899,0,0.460480841,0,0,Autosome,Peromyscus
LOC114710900,0,0,0,0.412312882,Autosome,Peromyscus
LOC114710901,0,0,0,0,Autosome,Peromyscus
LOC114710906,0,0,0,0,Autosome,Peromyscus
LOC114710902,0.295085578,0.293370005,0.206055573,0.266093903,Autosome,Peromyscus
LOC114710914,0.460185431,0,0,0.82994593,Autosome,Peromyscus
LOC114710915,0.460185431,0,0.482014945,0,Autosome,Peromyscus
LOC114684501,0,0.222766648,0,0,Autosome,Peromyscus
LOC114684500,0,0.431963753,0.455100405,0,Autosome,Peromyscus
LOC114684476,0,0,0,0.414972965,Autosome,Peromyscus
LOC114684477,0,0,0.425711205,0,Autosome,Peromyscus
LOC114684478,0,0,0.894758281,0,Autosome,Peromyscus
LOC114684480,0,0,0,0.423163221,Autosome,Peromyscus
LOC114684481,0,0,0,0.745748517,Autosome,Peromyscus
LOC114684482,0.114799477,0,0.120245145,0.207041232,Autosome,Peromyscus
LOC114684483,0,0,0,0.821991176,Autosome,Peromyscus
LOC114684484,0,0,0,0,Autosome,Peromyscus
LOC114684466,0.457235524,0,0,0,Autosome,Peromyscus
LOC114684465,0,0,0,0,Autosome,Peromyscus
LOC114684485,0,0,0,0.404533393,Autosome,Peromyscus
LOC114684486,0.448295165,0,0.313040432,0.808501796,Autosome,Peromyscus
LOC114684487,0,0.463490519,0,0.420397448,Autosome,Peromyscus
LOC114684488,0,0.47276033,0,0,Autosome,Peromyscus
LOC114684489,0.455774708,0.906249834,0,0.410995588,Autosome,Peromyscus
LOC114689329,0,0,0.482014945,1.244918895,Autosome,Peromyscus
LOC119087775,0.45669339,0.756730431,0.584658867,0.7778898,Autosome,Peromyscus
LOC114684497,0.276391471,0.176647231,0.330859968,0.302644274,Autosome,Peromyscus
LOC114684492,0.290249203,0.384748997,0.456026347,0.567087504,Autosome,Peromyscus
LOC114684502,0,0,0,0,Autosome,Peromyscus
LOC114684493,0,0.640789604,1.350222587,0.871818202,Autosome,Peromyscus
LOC114684494,0.91741147,0,0.480465058,2.48183188,Autosome,Peromyscus
LOC114684469,0.998426192,1.051011026,0.861237078,1.006253916,Autosome,Peromyscus
LOC114684468,3.280161713,2.732265811,2.507176649,2.078518134,Autosome,Peromyscus
LOC114684470,0.715672994,0.853814643,0.824584095,0.903503011,Autosome,Peromyscus
LOC119087298,3.514109501,2.978218258,3.077395187,3.792235104,Autosome,Peromyscus
LOC114684471,5.631216455,4.665397992,0.983056796,5.924285091,Autosome,Peromyscus
LOC114684473,0.124003773,0.228953842,0.166996361,0.207666838,Autosome,Peromyscus
Aurkc,0.149292715,0.445274264,0.104249744,0.179499934,Autosome,Peromyscus
LOC114684474,0.12845275,0.127705949,0.06727304,0.086874358,Autosome,Peromyscus
LOC119087299,0,0.542018213,0.285524776,0.983248044,Autosome,Peromyscus
LOC114685044,0.464430223,0.230865055,0,0,Autosome,Peromyscus
LOC114687079,0.455128448,0.150827471,0.158906026,0.547217097,Autosome,Peromyscus
LOC119086593,0.618457298,0.30743085,0.647794652,0.975966041,Autosome,Peromyscus
LOC114687077,0,0.27992388,0,0.253897932,Autosome,Peromyscus
LOC114687076,1.099126679,1.291415931,0.92886172,1.329027672,Autosome,Peromyscus
LOC114687074,0.925086556,1.430657311,1.597004924,1.065920069,Autosome,Peromyscus
LOC114687075,0.9200813,0.713937261,0.752176853,0.728503742,Autosome,Peromyscus
LOC114685067,0.306000608,0.212955104,0.256412927,0.331123859,Autosome,Peromyscus
LOC114685045,0.053479844,0.159506765,0.224066929,0.217014915,Autosome,Peromyscus
LOC114685066,0,1.97899673,2.084994879,1.794999336,Autosome,Peromyscus
LOC114688651,0.291038729,0,0,0.393666975,Autosome,Peromyscus
LOC114688650,0.19157227,0.190458504,0.200659758,0.518251823,Autosome,Peromyscus
LOC114688652,0,0.453124917,0,0.821991176,Autosome,Peromyscus
LOC114688656,0,0,0.470381846,0,Autosome,Peromyscus
LOC114688655,0.069016683,0.137230865,0,0.311179533,Autosome,Peromyscus
LOC114688657,0,0,0.475874627,0,Autosome,Peromyscus
LOC114688653,0.421232727,0.837567514,0.441214467,1.519389202,Autosome,Peromyscus
LOC114688649,0,0.807370582,0,0.366152616,Autosome,Peromyscus
LOC114685784,4.043314389,2.871290926,1.253248151,1.637008939,Autosome,Peromyscus
LOC114685775,0.888831673,0.441832084,0,0,Autosome,Peromyscus
LOC114685772,0,0,0,0,Autosome,Peromyscus
LOC114685773,0,0,0,0,Autosome,Peromyscus
LOC114685790,0,0,0.219151258,0.471675455,Autosome,Peromyscus
LOC114685774,1.329106989,1.321379804,0,1.598032536,Autosome,Peromyscus
LOC114685764,0.440300875,0.437741046,0,0,Autosome,Peromyscus
LOC114685765,0.866340993,0.861304245,0,0,Autosome,Peromyscus
LOC114685789,0.340742397,0,0,0,Autosome,Peromyscus
LOC114685768,3.15846827,3.470642934,2.176509511,4.796890827,Autosome,Peromyscus
LOC114685763,0.027822939,0.055322363,0.553712396,0.702502666,Autosome,Peromyscus
LOC119086145,0.093586803,0.325649473,0.441117985,1.012704633,Autosome,Peromyscus
LOC114685786,1.142314312,0.954057366,0.666068664,0.890376078,Autosome,Peromyscus
Eddm13,2.97582273,2.849952231,1.601386728,1.698699614,Autosome,Peromyscus
LOC114685770,3.546444874,2.834487964,2.403613399,3.636955354,Autosome,Peromyscus
LOC114685788,0,0,0,0,Autosome,Peromyscus
LOC114685780,0.083760143,0.499639061,0.263200254,0.302123384,Autosome,Peromyscus
LOC114685778,0.097460279,0.193787326,0.102083438,0.219712415,Autosome,Peromyscus
LOC119087318,0,0,0.153926998,0.132517764,Autosome,Peromyscus
LOC114685781,0,0,0,0,Autosome,Peromyscus
LOC114685779,0.023117401,0,0.096856025,0.041692309,Autosome,Peromyscus
LOC114685771,0.050737694,0.201770858,0.053144505,0.36602239,Autosome,Peromyscus
LOC119086645,0,0,0,0,Autosome,Peromyscus
LOC114685787,0.084661101,0.220943355,0.177354229,0.162229484,Autosome,Peromyscus
LOC119087300,0.139814587,0.09266782,0.244078133,0.252156065,Autosome,Peromyscus
Znf787,0.389183799,0.515894873,0.232940146,0.133694144,Autosome,Peromyscus
Nlrp5,1.16857864,1.200510895,0.877208412,1.72115391,Autosome,Peromyscus
Znf444,0.104447212,0.20767995,0.437607223,0.423834499,Autosome,Peromyscus
Nlrp4,0.243225392,0.362716986,0.200171019,0.313326993,Autosome,Peromyscus
LOC114688658,0.246130924,0.391519942,0.180464533,0.466092823,Autosome,Peromyscus
LOC114688036,0.177025773,0.477704996,0.185423228,0.456095086,Autosome,Peromyscus
LOC114689340,0.897216877,0,0,1.21360018,Autosome,Peromyscus
LOC114689323,0,0,0.488315794,1.261192344,Autosome,Peromyscus
LOC114689324,0.457235524,0.45457724,0.478925106,0.412312882,Autosome,Peromyscus
LOC114684807,1.367324123,0.479779324,1.600677331,1.81321583,Autosome,Peromyscus
Epn1,0.070236179,0.139655677,0.122613211,0,Autosome,Peromyscus
U2af2,0.023608366,0.093884443,0.1236413,0.085155529,Autosome,Peromyscus
LOC114684810,0.892725178,0.887535037,2.057160154,1.771036058,Autosome,Peromyscus
LOC114684826,0.709346603,0.705222591,3.219646788,2.132181532,Autosome,Peromyscus
LOC114684813,0,1.339806603,1.613221409,1.215237967,Autosome,Peromyscus
LOC114684803,0.827571037,0.587685493,0.866827981,0.533045383,Autosome,Peromyscus
LOC114684785,0.039715335,0.157937749,0.124797856,0.035813368,Autosome,Peromyscus
LOC114684799,0,0,0.121582289,0.209343562,Autosome,Peromyscus
LOC114684794,0.053503244,0,0.22416497,0.337726466,Autosome,Peromyscus
Znf579,0.440905684,0.146114113,0.461820638,1.060233125,Autosome,Peromyscus
Sbk3,10.46874952,11.81212472,11.40048161,6.967775526,Autosome,Peromyscus
LOC114684797,1.535438832,2.062854149,1.69520819,2.432378137,Autosome,Peromyscus
Ssc5d,0.104710425,0.187382985,0.504516524,0.207730154,Autosome,Peromyscus
Nat14,0.460037032,0.914724921,0.192743803,0.414839146,Autosome,Peromyscus
LOC114684787,0.484542825,1.083883009,0.253763883,0.600788767,Autosome,Peromyscus
LOC119086690,1.877446443,2.248321808,4.067091207,3.770751348,Autosome,Peromyscus
LOC114684786,0,0,0,0.198079482,Autosome,Peromyscus
LOC119086699,8.93677971,8.391221632,1.040078652,2.686251907,Autosome,Peromyscus
LOC114687714,0.699219782,0.794462452,0.784701655,1.170970509,Autosome,Peromyscus
LOC114687704,1.589952663,1.489514221,0.736607821,1.240738628,Autosome,Peromyscus
Shisa7,8.645484169,8.365736849,8.176410415,6.547192971,Autosome,Peromyscus
Ube2s,0.778485585,0.967449515,0.917340857,0.614250569,Autosome,Peromyscus
Rpl28,0,0.36774788,0,0,Autosome,Peromyscus
Tmem190,1.14891933,1.713359585,1.40398984,2.417426399,Autosome,Peromyscus
Il11,1.264320386,0.768148246,1.250723171,2.090188789,Autosome,Peromyscus
Fam71e2,5.536278122,4.69201218,5.561239124,4.501297244,Autosome,Peromyscus
LOC114687713,28.80891589,22.27666476,23.13455425,18.47359078,Autosome,Peromyscus
Kmt5c,0.251452674,0.499981547,0.395071004,0.510182685,Autosome,Peromyscus
Tmem150b,0.844335291,1.573924649,1.271306988,2.284142189,Autosome,Peromyscus
Brsk1,1.501380458,1.696909308,1.125650854,1.054595253,Autosome,Peromyscus
Hspbp1,0.03628115,0.054105328,0.152008782,0.130866347,Autosome,Peromyscus
Ppp6r1,0.347527994,0.444223967,0.381347426,0.253691759,Autosome,Peromyscus
LOC119087302,0.369260095,0.367113285,0.483470555,0.249735671,Autosome,Peromyscus
Tmem86b,0.308004642,0,0.322615257,0.27774369,Autosome,Peromyscus
Syt5,2.566877563,1.859898827,2.232939011,2.942397509,Autosome,Peromyscus
Dnaaf3,15.19831494,18.26725868,23.52249964,12.75052091,Autosome,Peromyscus
LOC119087303,12.96886214,10.87885986,11.88605035,12.06015179,Autosome,Peromyscus
Tnni3,21.09104479,19.43947763,20.71080642,12.67925609,Autosome,Peromyscus
Tnnt1,7.469639007,6.159991429,5.624606148,5.059579486,Autosome,Peromyscus
Ppp1r12c,0.311372578,0.182095479,0.287773195,0.264264218,Autosome,Peromyscus
Eps8l1,11.74785293,15.13919794,17.21073599,10.42848853,Autosome,Peromyscus
LOC114688722,0.323160672,0.214187917,0.293358202,0.291410665,Autosome,Peromyscus
LOC114688725,0.892554775,1.007686387,1.315190301,1.868918539,Autosome,Peromyscus
LOC114687921,0.851631798,0.792056014,0.704991528,1.028075975,Autosome,Peromyscus
LOC114687928,0.486299824,0.511912128,0.898884899,1.212383417,Autosome,Peromyscus
Nlrp2,0.565270334,0.608815952,0.690765474,1.210616939,Autosome,Peromyscus
LOC114687927,0.753915063,0.999375917,0.789678037,1.284150044,Autosome,Peromyscus
LOC114687926,1.420655438,0.617923253,0.930028836,1.467902293,Autosome,Peromyscus
LOC114687922,0.46171028,0.19672542,0.414524681,0.386608858,Autosome,Peromyscus
LOC114687923,0.494276052,0.456302249,0.258861351,0.127346925,Autosome,Peromyscus
LOC114687925,0,0.262401663,0.207342229,0.743765143,Autosome,Peromyscus
LOC119087304,0.096022538,0,0,0.173176961,Autosome,Peromyscus
LOC114684194,0.129754154,0.128999787,0.090606144,0.136507024,Autosome,Peromyscus
LOC114689433,0.160680477,0.099841444,0.14726475,0.253564295,Autosome,Peromyscus
LOC114684192,0.114072753,0.226819109,0.238967894,0.308595874,Autosome,Peromyscus
LOC114684195,0.109130247,0.253156828,0.266716302,0.164013964,Autosome,Peromyscus
LOC114684191,0.064628881,0.128506281,0.135389278,0.233116797,Autosome,Peromyscus
LOC114684190,0.153285262,0.533379312,0,0.138225235,Autosome,Peromyscus
LOC119087305,0.203071151,0.504726331,0.212704104,0.274679614,Autosome,Peromyscus
LOC119086732,0.380082105,0,0,0.17136983,Autosome,Peromyscus
LOC114684188,0.886071326,0.880919869,1.392154966,0,Autosome,Peromyscus
LOC114688726,0,0.175602269,0,0.159275632,Autosome,Peromyscus
LOC114688727,0.168521525,0.143607233,0.138690805,0.162819173,Autosome,Peromyscus
LOC114688728,0.388423841,0.351059651,0.110958886,0.350261834,Autosome,Peromyscus
LOC114689379,0,0.113492744,0.239143184,0.411762985,Autosome,Peromyscus
LOC114688523,0.221996603,0.147137303,0.077509103,0.0667286,Autosome,Peromyscus
LOC114688522,0.177790951,0.294595511,0,0.026720547,Autosome,Peromyscus
LOC119087306,0.213213327,0.105986872,0,0.048066367,Autosome,Peromyscus
LOC114688828,0.308745305,0.441822425,0.249893087,0.434490805,Autosome,Peromyscus
LOC114688825,0.169561193,0.505726185,0.710418223,0.458706249,Autosome,Peromyscus
LOC114686725,0.27177924,0.350980359,0.189291843,0.381512201,Autosome,Peromyscus
LOC114688826,1.246521701,1.239274651,1.958478199,0.562026491,Autosome,Peromyscus
LOC114688829,0,1.299188693,0.684387632,0.589198255,Autosome,Peromyscus
LOC119087319,0.450734545,0.224057028,0.236057872,0.406450613,Autosome,Peromyscus
LOC114688824,0.531312788,1.584671497,0.278258162,0.479112175,Autosome,Peromyscus
LOC119087308,0.382801834,1.522305177,0,0,Autosome,Peromyscus
LOC114688937,0.641431785,0.728802992,0.47989926,1.239454632,Autosome,Peromyscus
LOC114688935,0.912521217,0,0,0.8228675,Autosome,Peromyscus
LOC119087309,0,0.276557879,0.29137075,0,Autosome,Peromyscus
LOC114689302,0.889601491,0.442214755,0.310600311,0.4010998,Autosome,Peromyscus
LOC114689253,0,0,0.210111975,0.904440725,Autosome,Peromyscus
LOC114689113,0,0,0,0.392599041,Autosome,Peromyscus
LOC119086162,0,0.642725524,0,0,Autosome,Peromyscus
LOC114689115,0,0,1.544440651,0,Autosome,Peromyscus
LOC114689116,0.302320495,0.751407147,0.474992211,1.090472003,Autosome,Peromyscus
LOC114689347,0.447787026,1.038761907,0.469028406,0.471091464,Autosome,Peromyscus
LOC119087307,0.342514966,0.340523647,0,0.308863431,Autosome,Peromyscus
LOC114686727,0.624348379,0.401641403,0.173108431,0.513330069,Autosome,Peromyscus
LOC114686724,1.165950586,0.818239032,0.646548893,0.989550916,Autosome,Peromyscus
Cdc42ep5,0.54860448,0.30300833,0.574628271,0.439737767,Autosome,Peromyscus
Leng9,1.960777874,5.0683835,5.339854019,3.772020597,Autosome,Peromyscus
Leng8,0.537557358,0.381737212,0.281528557,0.103873549,Autosome,Peromyscus
Ttyh1,8.209218755,7.762288449,6.308780439,5.089340053,Autosome,Peromyscus
LOC114686739,5.417372792,2.692938588,2.837176576,0,Autosome,Peromyscus
Lair1,1.062045046,1.134666816,1.178837988,1.643814904,Autosome,Peromyscus
LOC114686729,0.632043494,0.392730568,0.165506332,0.712432818,Autosome,Peromyscus
LOC114686723,0.194135836,0.151648487,0.246918844,0.375133517,Autosome,Peromyscus
LOC114686733,0.565353303,0,0,0,Autosome,Peromyscus
LOC114686731,0.19210973,0.381985678,0,0.346470526,Autosome,Peromyscus
LOC114686732,0.957432775,0.475933218,0.501424943,0.863366571,Autosome,Peromyscus
LOC114686721,0.076437301,0.132987591,0.180142217,0.103391192,Autosome,Peromyscus
LOC114686720,0.078197049,0.155484852,0.163812863,0.423085902,Autosome,Peromyscus
LOC114686728,0.58069532,1.154638526,0.347566504,1.047285909,Autosome,Peromyscus
LOC114688507,0.070979758,0.141134189,0.037173389,0.256024451,Autosome,Peromyscus
LOC114688506,0.0737375,0.073308804,0.077235338,0.066492911,Autosome,Peromyscus
LOC114688505,0.10886107,0.137744945,0.082927302,0.187407145,Autosome,Peromyscus
LOC114688504,0.186969179,0.185882174,0.391676626,0.505799289,Autosome,Peromyscus
LOC114689150,0.220984054,0.952030268,0.925866917,1.594181855,Autosome,Peromyscus
Rps9,0.623684714,0.49604698,1.43719408,0.787372195,Autosome,Peromyscus
Tsen34,0.50253627,0.624518269,0.526374753,0.453162903,Autosome,Peromyscus
Mboat7,0.209584942,0.446499542,0.282248852,0.053998161,Autosome,Peromyscus
Tmc4,1.582210582,1.233734822,0.649907791,0.783319754,Autosome,Peromyscus
Leng1,0.688058602,1.074948844,0.617740789,0.62045797,Autosome,Peromyscus
Cnot3,0.162902665,0.269925964,0.056876724,0.220346617,Autosome,Peromyscus
Prpf31,0,0.181644594,0.076549505,0.098853703,Autosome,Peromyscus
Tfpt,0.027844662,0.083048334,0.174993064,0,Autosome,Peromyscus
Ndufa3,2.357047328,2.008580473,2.292510105,1.366374397,Autosome,Peromyscus
Oscar,4.119690379,4.174503468,4.066164578,4.715113029,Autosome,Peromyscus
LOC114688439,0,0,8.225209155,3.540595021,Autosome,Peromyscus
LOC114688435,0.24187694,0.18321578,0.168900465,0.373907874,Autosome,Peromyscus
LOC114688203,0.201363266,0.200192576,0.263644003,0.340461851,Autosome,Peromyscus
LOC114688201,0.305434884,0.130139632,0.198047942,0.49839064,Autosome,Peromyscus
LOC114688202,0.095725432,0.190337803,0.183821543,0.431602823,Autosome,Peromyscus
LOC119086759,0.171614584,0.204740218,0.251657494,0.278556718,Autosome,Peromyscus
LOC119086768,0,0,0.189065331,0.244153221,Autosome,Peromyscus
LOC119087791,0,0,0.285888966,0.492251094,Autosome,Peromyscus
LOC119087310,0.039937705,0.172057231,0.488042381,0.62424078,Autosome,Peromyscus
LOC114687526,0.612756976,0.685343834,0.722051918,1.588594491,Autosome,Peromyscus
LOC114687529,0.659433668,0.565172277,0.69071479,1.250805818,Autosome,Peromyscus
Cacng6,4.842633755,5.355641998,5.996383456,4.65459128,Autosome,Peromyscus
LOC119087311,12.70374678,14.77458774,12.30211204,9.07804201,Autosome,Peromyscus
Cacng8,4.893620797,4.462535406,4.84295593,4.260663988,Autosome,Peromyscus
Cacng7,3.102940997,2.770950956,2.933748529,2.983795535,Autosome,Peromyscus
Prkcg,4.964664303,5.408053182,4.654472993,3.841285727,Autosome,Peromyscus
Myadm,1.240914878,1.281150442,1.199796317,0.731651899,Autosome,Peromyscus
LOC114687524,5.012210742,5.682449003,6.631543194,6.184947375,Autosome,Peromyscus
LOC114687527,21.94730516,26.62004319,27.12631799,20.58265906,Autosome,Peromyscus
LOC114689355,8.313988401,5.904037422,3.732160121,1.071021806,Autosome,Peromyscus
Nlrp12,2.248021792,2.171698839,1.97702562,2.065405579,Autosome,Peromyscus
LOC114688232,0.150113101,0.074620185,0.235850876,0.879870773,Autosome,Peromyscus
LOC114688231,0.768352694,0.763885632,0,0,Autosome,Peromyscus
LOC114688228,0.367634447,0.411184223,0.433207891,0.704469298,Autosome,Peromyscus
Znf331,0.212709965,0.422946617,0.222800149,0.767246237,Autosome,Peromyscus
LOC114688230,0.398653312,0.252213573,0.094900902,0.424847417,Autosome,Peromyscus
LOC114688233,0,0,0,0,Autosome,Peromyscus
LOC114688538,0.023979406,0.08343998,0.226052113,0.22344251,Autosome,Peromyscus
LOC119086160,0,0,0,0,Autosome,Peromyscus
LOC114688540,0,0,0.217503105,0.062417088,Autosome,Peromyscus
LOC114688537,0.04827256,0.191967649,0.366577646,0.250296696,Autosome,Peromyscus
LOC114688539,0.455701856,0.624647426,0.515901028,0.841789413,Autosome,Peromyscus
LOC114688971,0.506076075,0.671234243,0.535002033,0.894709779,Autosome,Peromyscus
LOC119087429,4.188963627,1.735254066,2.559475769,5.666107204,Autosome,Peromyscus
LOC114686982,0,1.095667717,1.154353388,0,Autosome,Peromyscus
LOC119087422,0,0,0,0.618469323,Autosome,Peromyscus
LOC114686993,1.090586167,0.492838954,0.415388941,0.536420651,Autosome,Peromyscus
LOC114686997,0.783354089,0.259599937,0.547009029,0.941854441,Autosome,Peromyscus
LOC114686995,0.300284716,0.696590803,0.314529125,0.090260745,Autosome,Peromyscus
LOC114683966,0.42452871,0.486055323,0.295374337,0.435336208,Autosome,Peromyscus
LOC114686990,0.57931973,1.151903342,0.404533693,1.044805028,Autosome,Peromyscus
LOC114683968,0.204984011,0.203792271,0,0.061614889,Autosome,Peromyscus
LOC114683963,0,0,0,0,Autosome,Peromyscus
LOC119086161,0.188223178,0.140346662,0,0.04243264,Autosome,Peromyscus
LOC114683983,0,0,0,0,Autosome,Peromyscus
LOC114683964,0.151566208,0.251141717,0.31751191,0.637817023,Autosome,Peromyscus
LOC114683965,0.136132831,0.212679311,0.213885713,0.377042439,Autosome,Peromyscus
LOC119087430,0,0,0,0,Autosome,Peromyscus
LOC114683969,0.074946142,0.104314587,0.188403152,0.202748419,Autosome,Peromyscus
LOC114683972,0.409080438,0.42176516,0.410348756,0.628477477,Autosome,Peromyscus
LOC114683981,0,0.742555492,0,0,Autosome,Peromyscus
LOC114683979,0.177324405,0.176293473,0.232170033,0.319805144,Autosome,Peromyscus
LOC114683970,0.879645052,0.574691771,0.184274439,0.18130774,Autosome,Peromyscus
LOC114683980,0,1.140708571,0.60090335,2.069302184,Autosome,Peromyscus
LOC114683977,0,0.70327983,0,0.850523102,Autosome,Peromyscus
LOC114683976,0.168515206,0.18149678,0.205927109,0.417886871,Autosome,Peromyscus
LOC114683974,0.177315221,0.683101828,0.185726407,0.579616804,Autosome,Peromyscus
LOC114683975,0.544840803,0.421301376,0.126819124,0.491311085,Autosome,Peromyscus
LOC114683971,0.184610137,0.160594742,0.217538288,0.12485437,Autosome,Peromyscus
LOC114683978,0,0.235943233,0.497161441,0.321009586,Autosome,Peromyscus
LOC114689339,0.72062579,0.902709616,0.73971345,1.345138754,Autosome,Peromyscus
LOC114688534,0.10991502,0.109275994,0.230257974,0.42950288,Autosome,Peromyscus
LOC114688536,0.110168321,0.26599614,0.164849005,0.22707306,Autosome,Peromyscus
LOC114688533,0.047036831,0.062351157,0.082113478,0.141385132,Autosome,Peromyscus
LOC114688242,0.496620714,0.430434291,0.320109898,0.528208023,Autosome,Peromyscus
LOC114688240,0.128327571,0.127581498,0.134414962,0.162007436,Autosome,Peromyscus
LOC114688243,0.970459072,0.413493,0.145213443,0.125016151,Autosome,Peromyscus
